DIN;Format d'acq.;Unité Fmt;Nom;Dosage;Forme;Catégorie
80066168;60;ML                            ;M HC                          ;1%;LOT TOP     ;
2469421;225;G                             ;SANDOZ HYDROCORTISONE         ;2.5 %          ;CR TOP      ;
789828;500;CO/CAPS                       ;TRIATEC 30                    ;300-30 MG      ;CO          ;STUPÉFIANTS
2455331;4;UN                            ;BRENZYS                       ;50 MG/ML       ;AUTO-INJ    ;
2530309;4;UN                            ;RYMTI                         ;50 MG/ML       ;STYLO INJ   ;
2457393;60;CO/CAPS                       ;ENSTILAR                      ;0.5MG/G-50MCG/G;MOUSSE      ;
2229293;100;CO/CAPS                       ;ENTOCORT                      ;3 MG           ;CAPS LP     ;
2052431;805;ML                            ;ENTOCORT LAVEMENT 115ML       ;2.3MG/115ML    ;SOL         ;
2549018;30;CO/CAPS                       ;SANDOZ SACUBITRIL/VALSARTAN   ;PLAQ. 24-26 MG ;CO          ;
2549026;60;CO/CAPS                       ;SANDOZ SACUBITRIL/VALSARTAN   ;PLAQ.49-51 MG  ;CO          ;
2549034;60;CO/CAPS                       ;SANDOZ SACUBITRIL/VALSARTAN   ;PLQ.97-103 MG  ;CO          ;
2446928;30;CO/CAPS                       ;ENTRESTO                      ;24-26 MG       ;CO          ;
2564432;60;CO/CAPS                       ;PMS SACUBITRIL/VALSARTAN      ;24-26 MG       ;CO          ;
2446936;60;CO/CAPS                       ;ENTRESTO                      ;49-51 MG       ;CO          ;
2564440;180;CO/CAPS                       ;PMS SACUBITRIL/VALSARTAN      ;49-51 MG       ;CO          ;
2446944;60;CO/CAPS                       ;ENTRESTO                      ;97-103 MG      ;CO          ;
2564459;180;CO/CAPS                       ;PMS SACUBITRIL/VALSARTAN      ;97-103 MG      ;CO          ;
2466864;2;UN                            ;ENTUZITY KWIKPEN 3ML          ;500UI/ML       ;STYLO INJ   ;
2436841;1;UN                            ;ENTYVIO                       ;300 MG/FIOLE   ;PD INJ      ;
2485885;100;CO/CAPS                       ;ENVARSUS PA                   ;1 MG           ;CO.LIB. PROL;
2485893;100;CO/CAPS                       ;ENVARSUS PA                   ;4 MG           ;CO.LIB. PROL;
2543079;100;ML                            ;EPIDIOLEX                     ;100 MG/ML      ;SOL         ;STUPÉFIANTS
509558;1;UN                            ;EPIPEN ADULTE 0.3MG           ;1 MG/ML        ;AUTO-INJ    ;
578657;1;UN                            ;EPIPEN JUNIOR 0.15MG          ;0.5 MG/ML      ;AUTO-INJ    ;
2458926;100;CO/CAPS                       ;MYLAN DIVALPROEX              ;125 MG         ;CO ENT      ;
596426;100;CO/CAPS                       ;EPIVAL                        ;250 MG         ;CO ENT      ;
2458934;100;CO/CAPS                       ;MYLAN DIVALPROEX              ;250 MG         ;CO ENT      ;
596434;100;CO/CAPS                       ;EPIVAL                        ;500 MG         ;CO ENT      ;
2459019;500;CO/CAPS                       ;MYLAN DIVALPROEX              ;500 MG         ;CO ENT      ;
2396998;30;CO/CAPS                       ;EPURIS                        ;20 MG          ;CAPS        ;
2491702;30;G                             ;ERFA HYDROQUINONE             ;4%;GEL TOP     ;
2478374;120;CO/CAPS                       ;ERLEADA                       ;60 MG          ;CO          ;
2326663;3,5;G                             ;ERYTHROMYCINE                 ;5 MG/G         ;ONG OPHT    ;
2141574;3,5;G                             ;ERYTHROMYCINE                 ;5 MG/G         ;ONG OPHT    ;
99100163;5;G                             ;ERYTHROMYCINE USP             ;NDC 0842       ;PD MAG      ;
2241835;8;PA                            ;ESTALIS                       ;140/50 MCG     ;TIMBRE      ;
2449048;100;CO/CAPS                       ;LUPIN ESTRADIOL               ;0.5 MG         ;CO          ;
2148587;100;CO/CAPS                       ;ESTRACE                       ;1 MG           ;CO          ;
2449056;100;CO/CAPS                       ;LUPIN ESTRADIOL               ;1 MG           ;CO          ;
2449064;100;CO/CAPS                       ;LUPIN ESTRADIOL               ;2 MG           ;CO          ;
2238704;80;G                             ;ESTROGEL                      ;0.06 %         ;GEL         ;
2244002;8;UN                            ;ESTRADOT 100                  ;100 MCG        ;TIMBRE      ;
2243999;8;PA                            ;ESTRADOT 37.5                 ;0.0375 MG      ;TIMBRE      ;
2244001;8;UN                            ;ESTRADOT 75                   ;75 MCG         ;TIMBRE      ;
2246968;8;UN                            ;SANDOZ ESTRADIOL DERM         ;75 MCG         ;TIMBRE      ;
727369;45;G                             ;ESTRAGYN                      ;0.1%           ;CR VAG      ;
2168898;1;UN                            ;ESTRING                       ;               ;ANN VAG     ;
2476991;60;G                             ;EUCRISA                       ;2%;ONG TOP     ;
2214415;30;G                             ;SPECTRO ECZEMA CARE           ;0.05%          ;CR TOP      ;
2489597;2;UN                            ;EVENITY                       ;105 MG/1.17ML  ;SER INJ     ;
2358840;30;CO/CAPS                       ;ACT RALOXIFENE PLAQ           ;60 MG          ;CO          ;
2248297;3;PA                            ;EVRA                          ;21 JOURS       ;TIMBRE      ;
2423421;30;UN                            ;MYLAN RIVASTIGMINE PATCH 10   ;9.5 MG/24H     ;TIMBRE      ;
2423413;30;UN                            ;MYLAN RIVASTIGMINE PATCH 5    ;4.6 MG/24H     ;TIMBRE      ;
2530546;5;G                             ;EYEZIRGAN                     ;0.15%          ;GEL OPHT    ;
2416409;100;CO/CAPS                       ;PMS EZETIMIBE                 ;10 MG          ;CO          ;
2416409;30;CO/CAPS                       ;PMS EZETIMIBE PLAQ            ;10 MG          ;CO          ;
2478544;30;CO/CAPS                       ;EZETIMIBE PLAQ                ;10 MG          ;CO          ;
2354101;500;CO/CAPS                       ;TEVA EZETIMIBE                ;10 MG          ;CO          ;
2292041;30;CO/CAPS                       ;APO FAMCICLOVIR               ;250 MG         ;CO          ;
2473232;1;UN                            ;FASENRA                       ;30 MG/ML       ;SER INJ     ;
2483610;2;UN                            ;FULVESTRANT (5ML)             ;50 MG/ML       ;SER INJ     ;
642886;100;CO/CAPS                       ;APO PIROXICAM                 ;10 MG          ;CAPS        ;
642894;100;CO/CAPS                       ;APO PIROXICAM                 ;20 MG          ;CAPS        ;
2402025;30;CO/CAPS                       ;LETROZOLE                     ;2.5 MG         ;CO          ;
2344815;30;CO/CAPS                       ;SANDOZ LETROZOLE PLAQ.        ;2.5 MG         ;CO          ;
80008309;50;ML                            ;JAMP SULFATE FERREUX          ;75 MG/ML       ;GTE         ;
2237385;50;ML                            ;FERODAN                       ;75 MG/ML       ;GTE         ;
17884;250;ML                            ;FER IN SOL                    ;150 MG/5ML     ;SIR         ;
80008295;250;ML                            ;JAMP SULFATE FERREUX          ;150 MG/5ML     ;SIR         ;
758469;250;ML                            ;FERODAN                       ;150 MG/5ML     ;SIR         ;
758469;500;ML                            ;FERODAN                       ;150 MG/5ML     ;SIR         ;
80112232;30;CO/CAPS                       ;JAMP FERROUS POLYSACCHARIDE   ;150 MG         ;CAPS        ;
80062583;100;CO/CAPS                       ;M FER POLYSACCHARIDE          ;150 MG         ;CAPS        ;
80109337;83;G                             ;FERAMAX 15                    ;               ;PD          ;
80075623;30;CO/CAPS                       ;FERAMAX PD THERAPEUTIQUE 150  ;150 MG         ;CAPS        ;
80075623;100;CO/CAPS                       ;FERAMAX PD THERAPEUTIQUE 150  ;150 MG         ;CAPS        ;
2243333;10;UN                            ;FERRLECIT (10 FIOLESX5ML)     ;62.5 MG        ;FIOLE       ;
2440989;30;CO/CAPS                       ;FETZIMA                       ;40 MG          ;CAPS LP     ;
2440997;30;CO/CAPS                       ;FETZIMA                       ;80 MG          ;CAPS LP     ;
2460424;5;UN                            ;FIASP FLEXTOUCH (3ML)         ;100UI/ML       ;STYLO INJ   ;
2460416;5;UN                            ;FIASP PENFILL (3ML)           ;100UI/ML       ;CART.INS.   ;
2270811;50;G                             ;FINACEA                       ;15% ANTI-ACNE  ;GEL         ;
226327;100;CO/CAPS                       ;FIORINAL                      ;330-50-40MG    ;CAPS        ;DROGUES CONTRÔLÉES PARTIES II ET III
1971409;100;CO/CAPS                       ;TRIANAL                       ;330-50-40MG    ;CO          ;DROGUES CONTRÔLÉES PARTIES II ET III
608181;100;CO/CAPS                       ;TEVA TECNAL C 1/2             ;               ;CAPS        ;PRÉPARATIONS DE STUPÉFIANTS
176192;100;CO/CAPS                       ;FIORINAL C 1/4                ;               ;CAPS        ;PRÉPARATIONS DE STUPÉFIANTS
1926861;60;G                             ;FLAGYL                        ;10%;CR VAG      ;
2248562;100;CO/CAPS                       ;APO METRONIDAZOLE             ;500 MG         ;CAPS        ;
545066;500;CO/CAPS                       ;APO METRONIDAZOLE             ;250 MG         ;CO          ;
323098;50;G                             ;FLAMAZINE                     ;1%;CR TOP      ;
2177145;500;CO/CAPS                       ;APO CYCLOBENZAPRINE           ;10 MG          ;CO          ;
2348853;100;CO/CAPS                       ;AURO CYCLOBENZAPRINE          ;10 MG          ;CO          ;
2357127;100;CO/CAPS                       ;JAMP CYCLOBENZAPRINE          ;10 MG          ;CO          ;
2242079;500;CO/CAPS                       ;RIVA CYCLOBENZAPRINE          ;10 MG          ;CO          ;
2352419;100;CO/CAPS                       ;JAMP TAMSULOSIN               ;0.4 MG         ;CAPS LP     ;
2319217;100;CO/CAPS                       ;SANDOZ TAMSULOSIN             ;0.4 MG         ;CAPS LP     ;
2413612;500;CO/CAPS                       ;TAMSULOSIN CR                 ;0.4 MG         ;CO.LIB. PROL;
2413612;30;CO/CAPS                       ;TAMSULOSIN CR PLAQ            ;0.4 MG         ;CO.LIB. PROL;
2340208;100;CO/CAPS                       ;SANDOZ TAMSULOSIN CR          ;0.4 MG         ;CO.LIB. PROL;
2340208;500;CO/CAPS                       ;SANDOZ TAMSULOSIN CR          ;0.4 MG         ;CO.LIB. PROL;
2427117;100;CO/CAPS                       ;TAMSULOSIN CR                 ;0.4 MG         ;CO.LIB. PROL;
2248307;60;DO                            ;FLONASE ALLERGIE              ;50 MCG         ;VAP NAS     ;
2248307;120;DO                            ;FLONASE ALLERGIE              ;50 MCG         ;VAP NAS     ;
2294745;120;DO                            ;APO FLUTICASONE               ;50 MCG         ;VAP NAS     ;
2086026;100;CO/CAPS                       ;FLORINEF                      ;0.1 MG         ;CO          ;
2552248;100;CO/CAPS                       ;JAMP FLUDROCORTISONE          ;0.1 MG         ;CO          ;
2237245;60;DO                            ;FLOVENT DISKUS                ;100 MCG        ;INH         ;
2237246;60;DO                            ;FLOVENT DISKUS                ;250 MCG        ;INH         ;
2237247;60;DO                            ;FLOVENT DISKUS                ;500 MCG        ;INH         ;
2244291;120;DO                            ;FLOVENT HFA                   ;50 MCG         ;INH         ;
2503115;120;DO                            ;PMS FLUTICASONE HFA           ;50 MCG         ;INH         ;
2244292;120;DO                            ;FLOVENT HFA                   ;125 MCG        ;INH         ;
2503123;120;DO                            ;PMS FLUTICASONE HFA           ;125 MCG        ;INH         ;
2244293;120;DO                            ;FLOVENT HFA                   ;250 MCG        ;INH         ;
2503131;120;DO                            ;PMS FLUTICASONE HFA           ;250 MCG        ;INH         ;
2156040;10;ML                            ;FLUANXOL DEPOT 10% 1ML        ;100 MG/ML      ;SOL INJ     ;
2362384;10;UN                            ;PQI-FLUAD                     ;0.5 ML         ;SER INJ     ;
2365936;5;ML                            ;PQI-FLUZONE                   ;10X0.5ML       ;SUSP INJ    ;
2420686;5;ML                            ;PQI-FLUVIRAL TIV (10DO)       ;15 MCG/.5 ML   ;SUSP INJ    ;
2464659;100;CO/CAPS                       ;PMS FLUOXETINE                ;60 MG          ;CAPS        ;
432814;5;ML                            ;SANDOZ FLUOROMETHOLONE        ;0.1 %          ;SUSP OPHT   ;
426849;1 000,00;CO/CAPS                       ;FOLIC ACIDE                   ;5 MG           ;CO          ;
2366061;1 000,00;CO/CAPS                       ;JAMP ACIDE FOLIQUE            ;5 MG           ;CO          ;
2470292;60;CO/CAPS                       ;FOQUEST                       ;25 MG          ;CAPS LC     ;DROGUES CONTRÔLÉES PARTIE I
2470306;60;CO/CAPS                       ;FOQUEST                       ;35 MG          ;CAPS LC     ;DROGUES CONTRÔLÉES PARTIE I
2470314;60;CO/CAPS                       ;FOQUEST                       ;45 MG          ;CAPS LC     ;DROGUES CONTRÔLÉES PARTIE I
2470322;60;CO/CAPS                       ;FOQUEST                       ;55 MG          ;CAPS LC     ;DROGUES CONTRÔLÉES PARTIE I
2470330;60;CO/CAPS                       ;FOQUEST                       ;70 MG          ;CAPS LC     ;DROGUES CONTRÔLÉES PARTIE I
2470349;60;CO/CAPS                       ;FOQUEST                       ;85 MG          ;CAPS LC     ;DROGUES CONTRÔLÉES PARTIE I
2470357;60;CO/CAPS                       ;FOQUEST                       ;100 MG         ;CAPS LC     ;DROGUES CONTRÔLÉES PARTIE I
898708;1;UN                            ;BOOST 1.5 CAL. 237 ML         ;FRAISE         ;BOIT.LIQ    ;
